Trial,ID,order_hb,arena_hb,act_hb,exp_hb,idate.x,JDate_hb,order_ym,arena_ym,act_ym,soc_ym,idate.y,JDate_ym,sex,min.ta,max.ta,dawn.ta,group.size,mass,fa,total.inf,total.areas,wing.inf,fur.inf,wing.areas,fur.areas,p.zero,sex_pz
10,0006EE2405,14,2,-0.586231978201597,-1.38332578971753,2014-09-06,249,3,A,-1.5502166115372,0.509087692123988,2014-09-07,250,M,8,23.2,9.5,13,10.5,37.3,0.1469,49,0.0973,0.3887,39,10,no,F
10,0006EE4FA5,7,1,-0.217411281518851,-1.44394201828406,2014-09-06,249,10,B,-2.19716016926677,0.0983439778585964,2014-09-07,250,M,8,23.2,9.5,13,12.4,37.8,0.1454,63,0.1034,0.3919,52,11,no,F
10,0006F227CA,6,2,-3.29235288656203,-0.184076757955924,2014-09-06,249,1,A,0.645936129528809,-2.19324038434311,2014-09-07,250,M,8,23.2,9.5,2,11.6,38.4,0.0753,45,0.0712,0.0985,35,10,no,F
10,0006F246D9,4,2,0.621416452540607,1.40011611159835,2014-09-06,249,5,A,-1.70021501867073,-0.0387749741153225,2014-09-07,250,M,8,23.2,9.5,2,12.8,36.8,0.1278,44,0.1037,0.2565,38,6,no,F
10,0007283AB7,3,1,0.281685972937745,-0.0380762708220871,2014-09-05,248,11,A,-1.75638073914252,0.0167844124972979,2014-09-07,250,M,8,23.2,9.5,13,11.7,36.4,0.1876,39,0.1473,0.4011,31,8,no,F
10,00074F0993,16,2,-0.881433979933653,1.37115193253552,2014-09-06,249,7,A,-0.830120500255137,0.0587779429363561,2014-09-07,250,M,8,23.2,9.5,13,12.7,37.6,0.1041,43,0.0384,0.4025,29,14,no,F
11,0006A941D6,1,1,-2.05567533803623,-0.688217656613335,2014-09-08,251,10,B,-1.26724584313214,-0.0789273528002288,2014-09-10,253,M,3.5,18.9,3.2,12,10.7,38.4,0.4651,42,0.4235,0.6751,36,6,no,M
11,0006C7673B,7,1,0.595961983457751,0.254591941207971,2014-09-09,252,15,A,-1.92014606330138,0.235794319609544,2014-09-10,253,M,3.5,18.9,3.2,12,11.5,37,0.3387,36,0.2712,0.6783,31,5,no,M
11,0006C7673F,15,1,0.141885069343489,-1.47242424931702,2014-09-09,252,5,A,-0.922729905191524,0.296966821458954,2014-09-10,253,F,3.5,18.9,3.2,12,9.2,38.2,0.6485,31,0.61,0.8349,29,2,no,M
11,0006C7819D,16,2,-1.57969843702592,-0.681447934998157,2014-09-09,252,9,A,-1.59888272796079,0.307190126428942,2014-09-10,253,F,3.5,18.9,3.2,12,8.9,38.2,0.2211,55,0.1753,0.5191,49,6,no,M
11,0006D77323,5,1,-0.693640775845963,3.04548980970564,2014-09-09,252,7,A,0.116976352322192,-0.138617957740538,2014-09-10,253,M,3.5,18.9,3.2,2,11.9,38.7,0.1654,54,0.1087,0.4272,44,10,no,M
11,0006E022A0,13,1,-0.0133626907341538,-1.2195576468453,2014-09-09,252,2,B,-1.12688126777797,-0.20693717109362,2014-09-10,253,F,10.4,29.6,14.2,16,9.2,38.4,0.3911,48,0.3166,0.8444,43,5,no,M
11,0006E9150F,9,1,0.814730906102179,-1.51580200456873,2014-09-09,252,1,A,-2.12247082895848,0.352493417394959,2014-09-10,253,F,8,23.2,9.5,13,8.2,37.3,0.6237,40,0.5946,0.7918,38,2,no,M
11,0006E9AFB5,10,2,1.81662417129388,-0.384319404907047,2014-09-09,252,11,A,-1.78302755424953,0.0522981137523583,2014-09-10,253,F,3.5,18.9,3.2,12,10.2,40,0.3306,47,0.2552,0.7354,40,7,no,M
11,0006EA33BE,6,2,-0.892341375656611,-1.27101948905954,2014-09-09,252,13,A,-0.565746063783747,-0.723682160314557,2014-09-10,253,M,3.5,18.9,3.2,12,10.6,37.2,0.5346,37,0.4582,0.9009,35,2,no,M
11,0006EA374F,12,2,2.26011816465024,0.370435510266949,2014-09-09,252,3,A,1.80012012204299,-0.343789434824247,2014-09-10,253,F,3.5,18.9,3.2,2,8.5,37.8,0.5043,32,0.458,0.7841,28,4,no,M
11,0006EE1641,14,2,0.762824131284331,1.70400609259483,2014-09-09,252,14,B,2.88086158107273,4.07658102032331,2014-09-10,253,F,3.5,18.9,3.2,2,8.2,37.5,0.412,34,0.3394,0.7895,32,2,no,M
11,0006EE186B,11,1,0.128247379064338,-1.29496151324822,2014-09-09,252,6,B,-1.60160971975227,-0.225516074464891,2014-09-10,253,F,3.5,18.9,3.2,12,11.7,38.5,0.3745,33,0.3144,0.6853,30,3,no,M
11,0006F219CA,2,2,-3.32552401806438,1.55950711014865,2014-09-08,251,4,B,-0.967401926746502,0.0162728940403456,2014-09-10,253,M,3.5,18.9,3.2,12,11.8,37.5,0.2684,35,0.2185,0.5506,29,6,no,M
11,0006F241DB,4,2,-2.44493337369543,1.82107642948427,2014-09-08,251,12,B,2.65014554278591,1.32607939752894,2014-09-10,253,F,3.5,18.9,3.2,12,12.6,39.5,0.6326,22,0.6101,0.7598,20,2,no,M
11,0006F24D76,8,2,0.0217669507050807,-0.168915776183446,2014-09-09,252,8,B,-0.943509616234257,-0.233951967621466,2014-09-10,253,M,3.5,18.9,3.2,12,9.3,39.9,0.3498,33,0.2523,0.8689,31,2,no,M
12,0006A94424,1,1,1.92764287885675,0.529644233828508,2014-09-12,255,11,A,-1.51418515720722,-0.298612991094685,2014-09-14,257,F,5.9,20.6,9.3,9,11.8,37.7,0.2417,32,0.2069,0.4119,26,6,no,F
12,0006C858A6,8,2,-1.10835504794748,-0.0729548098079645,2014-09-13,256,9,A,-2.58252563495094,0.0133211716941105,2014-09-14,257,F,5.9,20.6,9.3,9,13,38.6,0.4651,30,0.4452,0.5562,26,4,no,F
12,0006C8A4A7,13,1,-2.10276036979337,-0.223903639776557,2014-09-13,256,15,A,-1.98937093584557,0.250695723268518,2014-09-14,257,M,5.9,20.6,9.3,9,13.2,39.1,0.1988,45,0.1628,0.3752,33,12,no,F
12,0006D12DB5,11,1,1.28733665084718,0.915807548934679,2014-09-13,256,13,A,-1.7609928487301,0.075917634686755,2014-09-14,257,M,5.9,20.6,9.3,9,13.6,37.3,0.2392,40,0.1911,0.456,34,6,no,F
12,0006DE9E91,15,1,-1.33031071620336,0.309589152040008,2014-09-13,256,8,B,0.160605305287349,-0.0133664984424304,2014-09-14,257,M,5.9,20.6,9.3,5,11.3,38.1,0.3085,38,0.2974,0.3671,29,9,no,F
12,0006DEC4F0,12,2,-2.98481597403284,-0.0491695623614822,2014-09-13,256,6,B,-1.68884494488825,0.0175680181049062,2014-09-14,257,M,5.9,20.6,9.3,1,12,38.4,0.1675,41,0.1425,0.2939,36,5,no,F
12,0006DEC8EF,16,2,0.505983529028101,2.19279753689776,2014-09-13,256,4,B,-1.05629175276405,0.39669410558511,2014-09-14,257,M,5.9,20.6,9.3,5,10.9,35.6,0.1885,42,0.1681,0.3096,29,13,no,F
12,0006E93556,5,1,0.649595781869481,0.216948747606451,2014-09-13,256,10,B,-0.108306948152845,-1.35101286045793,2014-09-14,257,M,5.9,20.6,9.3,5,13.8,36,0.4023,27,0.346,0.6434,23,4,no,F
12,0006E9FD91,4,2,-3.76396427983915,0.203812323032755,2014-09-13,256,14,B,-1.49427772021619,-0.255055078035553,2014-09-14,257,F,5.9,20.6,9.3,5,12.5,39.5,0.3608,35,0.3483,0.4118,27,8,no,F
12,0006EA2FCD,6,2,-4.25219165412114,1.55033680849204,2014-09-13,256,2,B,-1.93375715457261,0.0528871921515419,2014-09-14,257,F,5.9,20.6,9.3,5,12.9,39,0.2602,43,0.2312,0.4189,36,7,no,F
12,0006EA3FAF,14,2,0.0725128151847823,-1.45676572906896,2014-09-13,256,3,A,-1.60741734115627,0.373420594584768,2014-09-14,257,M,5.9,20.6,9.3,9,13.3,37.7,0.2359,31,0.1921,0.4664,26,5,no,F
12,0006F20AE3,10,2,-1.03442005503571,0.325674334512393,2014-09-13,256,1,A,-1.51818123974055,-0.226805406330368,2014-09-14,257,F,5.9,20.6,9.3,9,12,38.2,0.3339,34,0.2801,0.6482,29,5,no,F
12,0006F23614,3,1,0.505546409222961,-0.786561640996565,2014-09-12,255,5,A,-2.10358519968057,-0.16135940984301,2014-09-14,257,F,5.9,20.6,9.3,9,10.3,37.2,0.2948,26,0.2522,0.5458,22,4,no,F
12,0006F23DA8,7,1,-3.28495321041886,1.50878836000654,2014-09-13,256,7,A,-1.22749482004296,0.364373198834035,2014-09-14,257,M,5.9,20.6,9.3,9,12.3,38.1,0.4596,23,0.4118,0.6867,20,3,no,F
